System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Grégoire le prêtre
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Gabriel Taureta
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Jérôme
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Polybe de Rhinocoroura
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Dioscore de Gazarta
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: ps.-Amphiloque d’Iconium
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Jean Chrysostome, Lettre à Cyriaque
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Jérôme et Enanicho
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Isaïe
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Pseudo-Méthode d’Olympe
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Mâr Denhâ
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Sabrisho catholicos
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Élie III
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: ‘Abdisho‘ catholicos
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: ‘Abdishô‘
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Jean l’Arabe
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Zaytôn d’Anhel
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Isaac Shbadnaya
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Josué de Militène (Michel II)
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Eusèbe
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Saliba de Mansouriya
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Ataya bar Atéli
System ID: /Users/nathan/Documents/Employment/Syriac Reference Portal/srophe/persons/xml/spreadsheets/authors-from-hagiography.xml	Description: Shemkha de Beth-Saydaya
